label,board,100.9,102,103,104,105,105.9,107,108,109,110,111,112.1,112.9,113.8,114.9,115.9,117,118,119,119.9,121,121.9,123,124,124.9,126,127,127.9,129,130,131,132,133,134,135,136,136.9,138,138.9,140,140.9,141.9,142.9,144,145,145.9,147,147.9,149,150,150.9,152,153,154,154.9,155.9,156.9,158,158.9,160,161,161.9,163,163.9,164.9,166,167,168,169,170,170.9,172,172.9,174,174.9,176,177,177.9,178.9,179.9,180.9,181.9,182.9,184.1,185,186,186.9,188,188.9,190,191,192,193,194,195,195.9,196.9,198,198.9,200,200.9,202,203.1,204,205,205.9,207,208,208.9,210,211,212,212.9,214,214.9,216,216.9,218,219,220,221,221.9,222.9,223.9,224.9,226,227,228,228.9,230,230.9,232,232.9,234,235,235.9,237,237.9,238.9,240,240.9,242,243,244,244.9,246,246.9,248,249,250.1,250.9,252,253,253.9,254.9,256.2,256.9,258,258.9,260,260.9,262,262.9,263.9,265,266.1,267,268.1,268.9,270,270.9,271.9,272.9,273.95,275,276,276.9,278.2,279,279.9,280.9,281.7,282.2,282.9,283.59,284.29,285,286.19,286.9,288.1,288.9,289.9,290.9,291.95,293,294.1,294.9,295.6,296.2,297,297.7,298.3,298.99,299.6
1,1,2517.1,596.07,970.42,13102,3439.9,1438.8,2950.7,572.85,1365.4,515.97,782.98,1012,20039,615.33,11070,398.14,3810.3,586.66,2486.5,6263.3,3831.9,1241.8,1829.5,638.63,7513.1,522.47,784.33,807.72,1269,749.96,1063.6,680.73,3914.5,1467.6,7027.3,1755.3,2589.3,897.3,8093.5,795.46,13483,627.92,3558.5,790.8,1591.2,3322.6,3580.1,1769.8,3840.5,1328,5720.6,1673,1567.3,1212.2,9297.5,672.07,10970,610.05,3128.1,926.34,1934.4,3900.2,3276.8,2005.9,3803.1,845.81,1989.5,634.34,1356.3,1116.6,4825.7,595.9,4239.5,760.63,1956.2,1178.4,2068.8,2296.4,1798.3,1249,2574,543.93,1725.5,1013.2,1416.6,690.95,1334.8,809.73,1339.8,1067.7,1636.8,1207.1,2023.1,849.86,1083.2,518.73,2097.1,615.99,2781.7,566.24,1638.5,497.09,24719,2861.9,2156.8,1272.7,1576,821.95,1582.6,768.36,899.05,413.27,1483.4,625.24,2564.4,549.36,1185.3,385.33,8714.7,1134.1,1651.9,889.06,1305.7,373.45,1030.8,576.37,852.7,314.89,715.27,464.8,1033.5,342.67,688.82,272.62,709.02,458.08,1171.4,420.13,739.29,236.55,703.99,343.08,705.33,263.78,505.99,324.24,464.9,317.56,552.9,241.7,580.99,272.2,1056.5,271.33,623.18,207.45,704.23,213.79,830.65,246.2,570.8,330.95,469.21,331.92,441.14,233.27,486.38,172.25,485.5,185.1,538.64,221.85,590.03,219.82,845.38,216.58,429.53,273.99,392.26,292.41,441.93,190.46,0,362.28,0,159.13,319.5,176.8,399.93,212.63,388.69,185.43,457.33,177.08,275.88,195.77,268.41,0,192.29,381.71,145.34,0,256,134.31
1,1,2512.9,648.62,998.81,14774,3349.6,1585,3051.4,603.25,1344.1,535.01,805.29,996.8,21356,605.63,12061,454.12,3778.4,574.21,2326.5,7546.1,3734.7,1363.4,1917.1,638.52,6927.6,525.58,760.34,785.28,1148.7,787.43,1000.3,684.39,3987.1,1397.8,6687.7,1779.4,2591.2,874.53,6718.8,757.53,12369,623.74,3121.5,825.89,1485.6,3360.7,3970.5,1822,3990,1392,5704,1725.1,1545,1137.3,8676.7,652.34,10308,627.47,3028.7,919.25,1938.4,4252.7,3360.3,2150.6,3675.3,903.4,1930.3,616.28,1327.5,1040.8,5007.7,575.04,4233.1,825.63,1943.4,1178,2111.2,2553.6,1836.9,1329.4,2707,542.23,1557.5,1132.3,1431.4,716.92,1326.3,788.93,1399.7,1032.9,1566.7,1199.9,1929,872.63,1109,598.3,1968.6,666.05,2488.5,612.11,1605,531.41,24532,2713.6,2106.1,1327.5,1552.9,852.59,1542.5,791.43,943.13,423.55,1447.5,653.8,2451.4,567.17,1233,444.71,8094.4,1149.8,1527.5,963.44,1286.8,412.21,1023.1,590.43,891.4,348.44,714.47,478.9,1046.6,385.33,715.39,290.47,774.93,513.15,1032.9,467.69,744.39,244.78,647.1,354.29,753.71,293.45,501.98,358.65,520,327,548.97,247.93,585.51,279.61,1024.3,268.36,627.82,220.55,646.27,229.52,810.81,229.1,533.6,360.6,498.19,375.11,424.91,231.93,494.31,182.36,521.2,200.95,497.32,230.59,568.11,240.99,799.2,215.65,431.61,267.26,378.44,280.55,459.91,0,219.67,368.55,0,197.93,308.29,182.65,417.34,229.34,434.42,211.53,482.5,159.73,276.56,207,268.01,0,211.53,402.81,178.82,0,266.47,0
1,1,2281.3,599.6,1067,14638,3762.7,1644.1,3264,623.7,1535.4,541.34,810.56,1026.3,20458,628.63,11026,452.8,4029.4,604.37,2594.3,6996.4,3813.9,1372.7,2033.3,661.74,7997.9,533.1,792.56,812.69,1214.5,873.7,1081.4,729.96,4147.9,1521.1,6731.2,1829.8,2558.2,927.02,7822.1,775.33,12898,640.73,3228.4,824.61,1638.3,3655.6,4325.4,1851.4,4002.4,1363.8,5235.3,1687.9,1543,1147.2,8869.3,674.74,10070,660.46,2959,951.73,1958.9,4238.5,3404.1,2106.1,3810.2,939.42,1902.9,638.74,1454.2,1055.1,4668.4,630.45,3953.5,866.03,1940.4,1278.6,2094.7,2384.1,1801.1,1309.6,2642.1,515.28,1716.8,1058.2,1417.4,697.15,1269.7,832.22,1345,1062.9,1593.9,1293.6,1894.4,917.3,1094.9,530.89,2090.4,691.59,2615.7,626.35,1513.5,533.67,24226,2941.6,2202.2,1304.3,1553.7,817.72,1395.7,781.62,901.56,420.05,1423.8,677.93,2427.4,576.02,1212.8,435.88,7236.9,1112.5,1483.2,929.55,1205.3,381.63,974.64,591.96,866.21,321.32,688.71,465.21,886.47,352.15,746.81,257.28,702.81,501.61,1062,448.51,701.26,247.43,636.45,349.48,671.37,276.89,511.81,350.73,494.78,352.38,550.16,264.85,584.71,287.63,920.83,255.88,589.3,206.55,690.68,247,832.08,252.73,573.6,336.12,491.68,384.4,458.15,216.45,430.5,181.5,463.75,207.78,550.29,218.19,534.7,227.75,704.56,242.42,409.56,296.24,369.23,257.48,369.52,0,205.71,334.13,0,201.11,322.12,189.75,396.42,246.61,363.29,199.13,429.57,177.6,266.8,220.04,252.36,0,200.55,377.13,0,155.01,259.39,0
1,1,2372,621.55,944.65,15936,3335.6,1685.2,3038.9,588.2,1425,532.7,763.52,965.55,21460,585.54,11541,430.75,3812.3,587.92,2369.2,7486.5,3627.7,1395.3,2001.6,599.69,6927.7,493.28,738.39,767.8,1073.9,850.96,958.98,721.77,4016.5,1476.4,6359.4,1745.6,2402.7,852.56,7447.7,716.98,12345,618.85,2979.4,815.92,1541.4,3706.8,5096,1940.9,3980.4,1390.2,5054.2,1685.7,1523.3,1153.7,9000.7,633.1,9942.5,692.93,2863.3,973.12,1989.5,4246.1,3401.3,2050.3,3793.4,913.59,1797.4,624.14,1470.7,1088.6,4753.2,616.68,4076.2,862.94,1950.4,1224.8,2113.3,2480.1,1700.3,1286.5,2432.2,517.32,1629.9,1423.3,1443.9,744.72,1241,776.87,1364.1,1092.5,1594.3,1312.9,1844.8,890.14,1039.2,547.8,2080.7,813.42,2605.2,601.72,1576.8,554.29,24226,2874.3,2168.7,1382.4,1567.3,851.62,1423.2,820.29,897.55,473,1442.6,647.65,2357.1,628.13,1241.5,434.95,7253.5,1125.4,1497.3,928.21,1244.3,400.69,1016.9,650.44,905.99,352.1,738.74,501.19,965.51,397.48,786.83,277.77,743.4,492.75,1111.6,432.87,752.54,294.26,659.96,366.13,741.56,271.02,545.75,391.26,505.23,337.54,606.73,294.87,585.44,307.11,959.09,306.01,685.05,215.9,765.46,227.74,842.87,270.99,632.18,408.59,487.54,428.46,473.83,268.78,479.8,193.2,523.08,229.04,538.09,288.9,585.86,286.56,800.23,235.77,433.92,347.4,414.02,277.96,427.58,203.04,0,343.38,0,210.46,367.09,181.04,417.64,271.88,441.04,249.35,475.16,199.59,295.77,213.32,312.72,0,204.16,404.1,168.35,0,323.62,0
1,1,2281.6,590.75,925.26,18201,3104.6,1744.6,3003.3,604.21,1538.3,499.48,785.49,889.26,24046,604.73,12889,378.72,3865,609.75,2303.6,8310.8,3419.1,1478.6,1986.8,605.8,6893.1,457.6,706.73,698.82,1001.9,857.26,993.02,647.52,3947.1,1306.2,5522.2,1511.1,2263.5,802.99,7737.5,647.14,12313,596.64,2687.1,804.94,1494.1,3759.2,5042.9,1824.4,3907.3,1176.7,4383.8,1447.5,1399.4,976.31,9032.8,604.19,9932.2,606.49,2709,914.38,1886.9,4286.2,3041.2,1838.5,3426.3,777.1,1560.9,591.83,1293.8,896.12,4777.8,512.74,4018.4,832.63,1861.1,1145.4,1901.7,2434.5,1442.7,1226,2449.5,497.81,1612.7,1268.7,1333.8,650.57,1180.9,658.37,1317.6,1022.5,1405.8,966.22,1625.7,775.49,838.47,537.71,1869.9,744.72,2370.6,534.75,1363.2,495.36,22348,2267.3,1811.9,1198.6,1397.2,706.24,1207.9,701.69,846.01,392.08,1397.7,584.14,2124.9,558.34,1291.9,433.93,5808.3,1057.5,1157.2,848.16,1088.7,365.05,837.4,527.5,797.57,326.77,625.35,415.56,872.2,315.99,799,289.57,652.14,453.12,868.48,407.56,617.78,253.53,585.14,265.12,643.79,281.46,564.43,349.78,478.55,259.39,544.57,244.85,514.58,287.21,716.52,229.2,629.75,212.77,679.3,210.79,736.52,234.59,505.77,430.64,433.39,373.74,412.71,206.64,460.54,167.3,421.99,204.02,523.22,232.37,634.96,218.24,619.94,210.43,392.68,312.22,399.28,280.35,337.49,190.7,0,320.67,0,175.94,350.65,212.12,435.93,206.49,422.88,224.88,422.7,139.35,255,196.19,237.86,0,224.89,346.23,0,133.58,267.57,0
0,1,1775.7,493.57,1328.1,8808.5,2813.7,1076.2,3147.7,548.72,1134.2,487.14,758.87,844.97,20928,510.32,12350,410.82,4321.8,552.26,3453.2,3429.9,3629.6,838.9,1931.3,573.65,5324.2,447.58,515.09,789.89,798.15,738.65,856.19,587.61,5359.7,1194.2,4326.6,890.63,2457.7,712.66,8466.5,820.8,10089,631.09,2034.4,709.84,1833.3,2535.6,5908.1,1286.1,4548.5,1100.5,2567.1,827.09,1155.3,964.8,11406,671.53,9400.1,526.35,2645.7,789.79,2466.5,2918.3,4603.9,1533.7,3174.4,721.34,929.24,479.69,2631.2,977.43,6416.1,622.77,4598.4,534.78,2419.2,973.95,2531.4,1708.5,1955.4,1029.1,2126.3,489.04,1292.5,1742.7,1934.7,851.96,1710.9,756.29,1709.9,783.96,3976.5,965.84,1896.4,705.75,1077.8,490.79,2123,730.7,2362.4,624.25,1328.1,515.22,14893,1562,1439.4,906.07,3022.3,639.18,1266.4,624.92,1271.4,360.59,1827.9,539.08,6335.8,892.8,1143.1,355.01,3466.9,825.58,1211.6,581.32,1304.3,329.72,725.04,508.26,1314.4,350.99,954.72,332.98,2607.6,337.05,831.73,210.87,886.6,392.41,2810.2,721,675.64,227.61,527.93,302.57,693.59,334.09,542.94,289.88,519.85,353.09,628.7,245.65,569.05,198.21,3155.2,482.99,883.75,221.71,658.29,226.57,1310.8,369.62,502.74,307.86,403.21,428.46,499.2,216.28,396.33,149.33,1167.4,316.26,707.39,242.34,609.55,183.73,1660,335.91,567.84,271.88,380.56,312.22,635.24,226.97,0,354.83,0,219.91,292.99,269.35,428.96,357.9,446.08,156.65,979.52,212.38,438.07,184.57,270.3,0,209.92,632.45,0,256.49,346.15,0
0,1,1869.4,523.51,1398.7,10390,3113.6,1220.3,3281,632.07,1305.1,484.77,829.54,823.53,22445,506.03,12562,443.63,4745.2,571.42,3515.5,3739,3656.5,932.15,2019.7,628.09,5917.1,484.42,528.29,787.74,833.35,923.27,932.25,634.53,5605.2,1281.6,3945.5,910.71,2558.8,738.55,10625,793.05,11157,660.64,2275.6,744.74,1924.2,3120.7,6477.7,1491,4595.9,1084,2343,764.7,1175.6,910.47,12608,649.32,10043,561.87,2956.2,834.38,2511.8,3167.3,4651,1640.9,3286,718.98,899.97,449.49,2511.1,925.6,6291.9,582.13,4530.1,544.24,2460.2,1049.1,2418.3,1738,1894.5,1022.2,1994.6,483.57,1435.2,1775,1822.2,840.55,1644.5,735.71,1654.6,776.25,3619.9,957.67,1739,648.95,1045,516.65,2348.3,758.84,2553.9,592.6,1387.5,525.8,13603,1517.4,1408.9,931.1,2761.1,615.57,1133.6,624.3,1207.9,434.67,1916,557.07,6335.8,809.34,1199,377.05,2906.6,869.78,1207.9,594.43,1295.6,335.4,704.43,516.17,1186.3,418.71,903.56,337.39,1971.8,320.23,844.93,248.32,863.14,425,2810.2,614.12,698.8,210.7,555.96,309.02,613.66,294.37,534.08,321.53,507.58,346.52,635.47,246.65,539.81,210.41,3155.2,482.99,883.75,207.36,758.03,195.83,1310.8,369.62,471.54,301.27,387.34,428.46,525.49,220.02,407.94,143.38,1167.4,331.83,707.39,212.22,657.36,201.02,1660,335.91,567.84,264.84,416.12,315.46,635.24,0,248.92,358.46,0,263.15,324.69,282.47,419.98,301.78,445.81,197.65,979.52,211.38,438.07,199.22,303.5,0,236.02,632.45,232.77,0,338.75,0
0,1,1914.5,583.95,1505.6,10092,3186.6,1202.9,3397.8,630.95,1305.3,573.43,866.41,886.02,21579,567.9,12539,447.23,4749,629.34,3449.6,3865.2,3710.3,902.62,2204.4,641.88,5881.3,484.98,539.39,819.92,901.19,914.41,917.28,665.57,5596.1,1286.7,4053.5,931.31,2560.4,756,10064,779.73,10930,680.5,2208.1,767.88,1974.5,3156.5,6667,1505,4791,1182.7,2478,777.24,1170.3,990.44,12331,718.32,9899,594.68,2955.6,889.83,2668.4,3236.2,4849.9,1745.4,3328.8,744.59,990.52,478.53,2548,1042,6420.1,611.15,4804.1,612.79,2497,1072.8,2496.3,1805.9,1888.7,1044.5,2119.3,486.33,1454.9,1805.9,1852.5,901.8,1779.1,803.96,1734,792.74,3975.8,943.99,1746.6,645.27,1084.4,525.35,2333.4,766.44,2619.9,642.45,1416.3,538.02,13138,1498.9,1406.5,994.82,2891,617.94,1178.4,579.44,1253.6,376.49,1929.4,519.1,6335.8,881.9,1279.7,380.86,2840.9,832.7,1236,615.4,1308.6,300.06,739.07,484.12,1238.3,368.18,937.69,359.05,2142.2,309.19,892.5,243.01,838.85,416.11,2810.2,648.5,691.37,208.53,577.74,293.63,648.47,298.78,554.3,325.68,481.69,377.88,665.8,284.96,551.95,244.87,3155.2,482.99,883.75,221.85,780.83,214.18,1310.8,369.62,477.16,327.96,424.31,428.46,516.24,191.98,435.99,157.93,1167.4,333.33,707.39,250.45,677.5,210.99,1660,335.91,567.84,263.17,398.55,294.51,635.24,0,228.23,314.91,0,238.48,325.21,273.42,446.73,325.06,508.56,170.13,979.52,203.68,438.07,177.32,281.61,0,224.81,632.45,220.48,0,374.99,0
0,1,2037.5,527.52,1491.1,10321,3232.2,1194.5,3437,605.26,1382.8,527.33,831.26,754.01,22040,551.86,12722,453.86,5049.8,600.36,3577.6,3851.2,3665.5,897.57,2211.5,596.97,5875.7,472.25,552.72,797.23,893.85,1033.6,1022.4,685.5,5762.7,1270,4008.3,842.82,2506,720.42,12198,714.7,12028,643.04,2278.1,802.82,2031.3,3491.2,6969.8,1605.5,4777.7,1109.4,2356.3,774.29,1211.1,879.82,13454,701.16,10699,561.97,3026.1,854.71,2731.2,3379.8,4612,1640.7,3245.2,697.06,922.64,475.73,2384.9,961.93,6388.5,574.66,4738.9,578.27,2526.1,1040,2429.5,1697.9,1747.8,1047.6,2050.1,491.56,1504.3,1611.4,1784.2,854.53,1703.1,769.13,1674.9,763.09,3761.9,868.41,1761.4,645.77,1006.9,464.37,2617.9,761.84,2874.7,612.41,1523.7,554.04,12399,1467.6,1411.1,982.63,2720.3,621.93,1167.7,588.48,1190.4,431.51,2141.4,542.39,6335.8,799.72,1318.7,410.92,2551.6,793.92,1168.7,629.71,1263,323.25,767.19,495.3,1100.2,401.69,939.87,328.02,1709.8,273.43,969.5,261.53,901.65,391.46,2810.2,555.23,653.19,192.5,542.94,256.34,668.18,334.22,586.47,308.59,507.43,353.31,623.46,236.31,539.08,231.47,3155.2,464.91,883.75,237.28,822.62,239.51,1310.8,369.62,484.26,358.83,432.8,428.46,521.53,226.02,424.81,175.21,1167.4,293.03,707.39,230.26,734.91,274.4,1660,324.91,544.43,263.53,409.3,310.17,635.24,223.05,0,371.84,0,204.63,313.6,273.91,470.45,295.01,491.35,163.49,979.52,183.74,438.07,203.5,308.44,0,203.8,632.45,214.97,0,337.99,0
